"","Area","Item","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017","Y2018","Y2019","Y2020"
"741","Guinea","Sugar Crops Primary",270000,270000,270000,280000,280000,280000,281000,283000,283000,283000,283000,283000,295000,3e+05,299973,305134,306135,311218,311865,313951,316207
"742","Guinea","Treenuts, Total",1350,1600,1900,2300,5000,6200,6500,6500,7650,7574,7445,8264,8808,8818,12146,14135,20166,16149,25150,28664,21007
"743","Guinea","Vegetables Primary",499745,508732,527448,540643,552164,561343,490000,505000,513000,520000,563516,555000,535000,536433,543932,552794,557202,559114,562056,559783,561210
"744","Guinea-Bissau","Cereals, Total",177884,161681,151444,143411,171375,212538,225259,183863,216998,227517,256353,218431,248614,264522,166662,208495,225627,211238,224596,238628,252629
"745","Guinea-Bissau","Citrus Fruit, Total",8909,9009,9107,9100,9263,9415,9565,9700,9903,10065,10225,10383,10600,10691,10833,10951,11068,11180,11271,11247,11233
"746","Guinea-Bissau","Eggs Primary",995,1028,1077,1062,1101,1125,1194,1241,1287,1334,1335,1368,1400,1400,1410,1420,1426,1432,1259,1273,1289
"747","Guinea-Bissau","Fruit Primary",75343,76678,78216,77342,81510,83455,85157,86250,91696,93205,95944,98776,103450,104146,106374,109065,109706,108610,109331,109290,109077
"748","Guinea-Bissau","Meat, Total",18105,18366,18437,19621,19717,20187,20785,21397,23093,23171,24336,26032,26521,27782,27066,25654,25466,25927,26343,26690,27068
"749","Guinea-Bissau","Milk, Total",26765,26879,27186,28845,27935,29484,30724,32260,33836,35173,37557,36024,36721,38766,38197,38278,39412,39527,39815,41148,41743
"750","Guinea-Bissau","Pulses, Total",2368,2435,2499,2614,2835,2784,2827,3369,3436,3510,3551,3571,3600,3600,3620,3689,3735,3710,3716,3728,3736
"751","Guinea-Bissau","Roots and Tubers, Total",95297,99634,99950,106000,105234,106836,111000,114397,118737,99721,126328,118323,133328,91037,136097,140964,121470,126488,128112,126020,127880
"752","Guinea-Bissau","Sugar Crops Primary",5500,5500,5500,5500,5500,5500,5500,5500,6000,6000,6300,6300,6350,6350,6444,6614,6678,6773,6688,6713,6725
"753","Guinea-Bissau","Treenuts, Total",72725,85000,86000,85313,89295,89000,95000,98000,111000,123000,121293,124501,117573,137210,158715,169137,155021,160958,161705,159228,160630
"754","Guinea-Bissau","Vegetables Primary",25129,25241,25381,25500,25901,26387,27000,28000,29282,30659,32155,33731,35500,36979,38466,39188,40021,39225,39478,39575,39426
"755","Guyana","Cereals, Total",452569,497885,445654,550183,506411,424365,475363,466553,511036,558522,560532,623518,653320,827930,639238,691784,538450,634104,968472,686418,691539
"756","Guyana","Citrus Fruit, Total",15085,11867,11200,11016,9785,9271,10273,11116,10312,11894,13194,6289,4315,5780,7261,14604,7102,15071,30217,31559,32253
"757","Guyana","Eggs Primary",1506,1285,869,464,1073,1206,270,492,990,955,703,1175,1062,898,1149,1307,969,1445,1604,2331,3127
"758","Guyana","Fruit Primary",75359,68324,61665,48762,38042,53584,38456,36311,31564,48874,56826,33666,37561,50861,108289,195960,202519,277017,334046,307833,327946
"759","Guyana","Meat, Total",14830,15619,19402,26611,27394,25927,23987,28580,26501,30297,28285,28752,33083,32950,32335,34066,35276,33945,45551,43342,51668
"760","Guyana","Milk, Total",30071,29157,27279,27296,27313,27330,27348,27365,27382,27572,27953,43000,44000,45000,52315,55327,55000,55000,55000,55000,55000
"761","Guyana","Pulses, Total",1206,1422,1330,1262,1176,1241,1121,1187,1170,1153,1133,1077,900,900,1826,1400,899,1115,1169,1176,1473
"762","Guyana","Roots and Tubers, Total",72671,58236,46171,51535,48424,42163,44068,42477,26269,29281,31164,22148,26450,29005,65239,111595,112938,92173,97155,102679,106700
"763","Guyana","Sugar Crops Primary",2709700,3141000,3708000,3382500,3744200,3005800,2975000,3099200,2766500,2766000,2762260,3195743,2709370,2460171,2837000,2815616,2366995,1859037,1214495,1002301,984542
"764","Guyana","Vegetables Primary",74720,39463,30683,37599,35429,31946,38479,38530,39621,53636,73224,46033,51727,62555,96185,179085,169361,193923,228172,201395,194361
"765","Haiti","Cereals, Total",430500,363000,376000,381500,398000,405500,415000,520000,420000,553500,626800,616092,441594,613318,586897,503125,485572,484000,415370,389868,370000
"766","Haiti","Citrus Fruit, Total",70680,54000,60510,57300,64850,77000,78000,93050,93300,93946,107389,118270,128755,145922,155447,152043,147789,144781,157030,130043,138735
"767","Haiti","Eggs Primary",4675,4775,4825,5000,5010,5045,5050,4947,4995,5004,5045,5670,5672,5675,5220,5164,5177,5170,5098,5116,5135
"768","Haiti","Fruit Primary",1026486,972793,1012297,1012345,1009707,1036019,1002055,1043608,1021876,1296870,1217104,1364786,1428962,1379714,1506738,1523295,1504599,1465440,1506900,1272109,1169114
"769","Haiti","Meat, Total",92835,96373,100010,100638,100146,101840,101027,102252,103040,102531,103839,104516,105036,105036,104998,105495,106872,106449,104454,105656,106329
"770","Haiti","Milk, Total",91677,93100,94270,96438,99581,97862,96960,103050,103416,103472,103529,121310,122402,122410,107298,109984,114406,107424,96769,101320,104019
"771","Haiti","Pulses, Total",69066,70600,75703,84000,86900,101300,107700,147100,149978,165807,191642,201140,217753,230084,209278,200140,190011,178351,166970,145888,146397
"772","Haiti","Roots and Tubers, Total",768701,755000,746400,752500,765500,874118,874532,956501,956550,1085233,1390848,1329351,1224374,1547079,1693685,1562606,1216715,1039509,909802,878269,873660
"773","Haiti","Sugar Crops Primary",800000,1008100,595000,600000,1050000,1050000,1075000,1100000,1110000,1110000,1220126,1291817,1418191,1488533,1522742,1503446,1498207,1523938,1551843,1575043,1550275
"774","Haiti","Vegetables Primary",204845,196891,196854,199354,198501,202916,197785,191838,176935,171565,167175,161475,155118,155749,157177,156516,153076,152070,153886,153012,152995
"775","Honduras","Cereals, Total",606578,603029,579162,598653,527961,555622,595111,752423,660074,702199,632858,635620,621783,690211,670112,729021,701830,765611,791207,667782,753676
"776","Honduras","Citrus Fruit, Total",142589,164580,262169,281653,298718,314704,320190,268732,273356,266046,263035,307266,320650,321848,179632,261943,367699,354364,320774,315115,319034
"777","Honduras","Eggs Primary",41241,44377,39430,40016,40520,40912,50493,50580,49649,47442,44202,47700,51048,51035,51860,51500,51600,51600,51600,51600,51600
"778","Honduras","Fruit Primary",885197,1028835,1383682,1535209,1654014,1757012,1518569,1551068,1579037,1580996,1702880,1872308,1908880,1750995,1400655,1533379,1644530,1630517,1623502,1594930,1548940
"779","Honduras","Meat, Total",140973,132175,169414,187244,201899,216263,206178,217426,228849,213996,205653,224008,231076,227894,232886,251688,263703,269539,281533,288530,267891
"780","Honduras","Milk, Total",571111,593766,586094,632002,648143,663050,751751,774128,796506,703902,714212,656176,675809,667608,668821,671949,674117,675416,678230,680824,683419
"781","Honduras","Pulses, Total",84980,59229,87919,69950,78750,86406,60731,68315,66996,70633,83577,88681,91195,103841,94091,104545,128636,123400,127781,132892,127733
"782","Honduras","Roots and Tubers, Total",35668,38207,33850,36342,45268,49764,52400,61790,71715,56367,58744,60590,62754,63332,72702,74402,79066,80121,80610,83246,85543
"783","Honduras","Sugar Crops Primary",3974000,4117000,3660000,5362753,5465850,5625450,5570000,6080910,6141719,6895340,4444000,4360000,4963000,5150700,5391100,5170800,5356026,5379869,5526000,5409014,5030354
"784","Honduras","Treenuts, Total",1694,1700,2175,2050,1925,1800,1900,1912,1917,1923,1900,1950,2000,2002,2022,2049,2062,2072,2072,2083,2094
"785","Honduras","Vegetables Primary",188758,225233,233362,303313,348504,392188,398486,413038,425981,401871,390329,388467,401703,420967,307399,321651,342612,352328,358869,361665,363892
"786","Hungary","Cereals, Total",10036050,15045901,11703295,8769586,16779323,16212463,14467371,9652899,16840650,13590362,12269359,13678147,10372740,13609910,16613380,14145172,16643885,14017280,14885530,15650010,15566640
"787","Hungary","Eggs Primary",179603,184210,192713,194848,185370,168845,168421,162233,164324,159922,155570,140880,138281,141524,138850,146388,144850,140058,139651,141768,139733
"788","Hungary","Fruit Primary",1866011,1874249,1392008,1562414,2105731,1444511,1570069,1504759,1660920,1676443,1219059,1184971,1427200,1571510,1731860,1477004,1444646,1450887,1645380,1372180,1164360
"789","Hungary","Meat, Total",1175789,1101364,1162831,1059262,1010635,937740,923417,924696,892428,882756,869810,877578,862890,811454,894504,988670,1016029,1005762,1030277,1032210,1013359
"790","Hungary","Milk, Total",2156954,2157356,2143107,2044304,1902763,1936928,1851069,1848564,1845646,1762951,1690556,1717985,1818484,1778137,1877111,1946650,1923796,1972989,1953760,1967370,2019000
"791","Hungary","Pulses, Total",54501,69757,54415,33449,67544,54339,53469,53745,48613,34246,37506,44329,43990,47147,50370,68173,50976,50482,34340,41650,27250
"792","Hungary","Roots and Tubers, Total",863511,908359,752244,582346,783686,656721,564443,563100,683935,560615,439897,6e+05,547710,487360,567430,452008,429435,402853,327580,343540,270090
"793","Hungary","Sugar Crops Primary",1976192,2903000,2273845,1812422,3527105,3515865,2454225,1692800,573160,737014,818941,856368,881720,990710,1066750,910915,1121247,1075625,958080,823500,780460
"794","Hungary","Treenuts, Total",9767,7858,4424,4811,5002,4133,5376,4219,6428,6015,6166,4361,3760,5000,4813,7200,6736,8281,6170,7320,6030
"795","Hungary","Vegetables Primary",1456809,1748964,1671729,1760628,1837619,1338113,1600284,1570274,1574443,1376942,994954,1263341,1171821,1228630,1316363,1389157,1421039,1442597,722300,724270,666410
"796","Iceland","Eggs Primary",2594,2750,2652,2650,2632,2800,2634,2910,2863,3024,2741,3427,2700,3000,3617,3810,4131,4200,4800,5060,4260
"797","Iceland","Meat, Total",24460,24603,26191,27469,26386,26390,27394,29033,29789,29882,30423,30607,32114,32513,32330,32952,34282,35611,35860,35179,34077
"798","Iceland","Milk, Total",104025,106149,110761,108384,112030,109445,117541,126358,126052,125569,123218,123997,125093,122900,133514,146034,150322,155649,156980,156394,155495
"799","Iceland","Roots and Tubers, Total",9843,11366,8800,7090,12000,13800,14240,13000,12500,9500,12460,7222,9700,6000,8300,9050,9930,9000,6020,8200,7379
"800","Iceland","Vegetables Primary",3270,3599,3350,3677,3749,3823,4124,4499,4857,5003,4999,5264,5386,4571,4726,4613,4997,4809,4447,4920,4650
"801","India","Cereals, Total",234931192,242963796,206636708,236592700,229845504,239997492,242785588,260485904,266835300,250783392,267838308,287860000,293290000,294909510,296010000,284333000,297850000,310782330,321556400,324300640,335035000
"802","India","Citrus Fruit, Total",4416200,4171900,4524200,3623500,5021500,4620100,6139000,7145000,8015000,8623080,9638000,7464000,7922000,10090000,11146630,11702000,11581000,11419000,12545000,13403000,13979000
"803","India","Eggs Primary",2035000,2151000,2212000,2244000,2511000,2568000,2814000,2947000,3047000,3230000,3378100,3466340,3655000,3835205,4111360,4316620,4561000,4847500,5236935,6291065,6292000
"804","India","Fruit Primary",43900880,45278828,44221611,47027196,49625940,52658409,58820063,63896834,69802851,70244755,76409398,76076727,77996263,85262158,91046966,90792024,92101084,98523159,102391170,104045528,105971127
"805","India","Meat, Total",4448715,4520651,4699504,4836330,4971239,5117266,5281253,5569614,5707396,5918880,6088912,6370962,6558601,6740213,6918995,7130054,7334396,7655706,8046853,8139597,7475464
"806","India","Milk, Total",79868019,83626940,84968896,86869876,91273318,95837894,100489610,108161444,112408820,116648226,122067667,128122143,132645444,137898047,146524203,155699766,165340443,176284776,187976694,187630901,183955490
"807","India","Pulses, Total",13712800,12176500,12933600,12737000,13545300,12876100,13998800,14786700,13772200,14071500,17236300,17647000,16834700,18944200,20027000,17314200,18159918,23763605,25504070,21542350,23368478
"808","India","Roots and Tubers, Total",32124800,30018500,32102300,29717900,35054500,37429900,38096000,37899100,44808000,45133600,45731800,51462000,51302300,53712600,55622310,53610000,49215000,54236000,57760000,56322000,57529000
"809","India","Sugar Crops Primary",299323904,295956000,297207808,287383200,233861792,237088400,281171808,355519712,348187904,285029312,292301600,342382016,361036992,341200000,352142000,362333000,348448000,306069000,379904850,405416180,370500000
"810","India","Treenuts, Total",551000,479000,500000,531000,569000,576000,609000,653000,702000,731000,651000,710600,765000,789000,796000,780000,704000,745000,817000,743000,772779
"811","India","Vegetables Primary",71383100,77866529,69076536,78279752,66021336,71615878,81550722,87348289,90990087,90176119,99349827,105711719,112932800,119592200,125158709,119983010,125447083,131334057,135590864,137401659,141195036
"812","Indonesia","Cereals, Total",61575000,59808000,61074973,63024042,65313711,66674990,66064399,67878527,73984922,76643740,77610636,75902250,79092022,78606853,78067426,80643435,77609413,84176015,89454472,77190033,77149202
"813","Indonesia","Citrus Fruit, Total",644052,691433,968132,1529824,2071084,2214019,2565543,2625884,2467632,2131768,2028904,1818949,1611784,1654745,1926560,1856174,2138474,2295325,2510420,2563486,2722952
"814","Indonesia","Eggs Primary",783000,850318,945950,973590,1107420,1051540,1204417,1382134,1323597,1307900,1366789,1284044,1416167,1514085,1568073,1704879,1834514,4995639,5055586,5107931,5401507
"815","Indonesia","Fruit Primary",8710401,9880012,11761395,13716174,15019329,15261368,16639575,16567650,17829546,18538441,15634651,17130552,18978104,18006377,18510201,20732093,18050529,19051687,20043394,20896051,22743965
"816","Indonesia","Meat, Total",1695263,1818411,2072829,2190400,2020361,1817008,2062849,2072509,2136669,2204142,2365589,2553807,2658127,2823237,2918667,3049734,3349474,4179988,4777464,4886833,4673494
"817","Indonesia","Milk, Total",1010885,992617,1008630,1077256,1074284,1060874,1155051,1129105,1223341,1421520,1493965,1544632,1537790,1348590,1417345,1463633,1517763,1545671,1548981,1560223,1574504
"818","Indonesia","Pulses, Total",290895,301997,289026,336158,311362,322130,317326,323704,299302,315755,293001,342419,285607,206070,246028,272938,254423,242785,184161,165739,213807
"819","Indonesia","Roots and Tubers, Total",19262102,20014810,19966416,21895257,22773550,22564788,23230789,23258640,24893488,25643365,27394969,27575545,28155071,27867931,27589577,25742265,24026715,22565649,19681052,19659015,21546759
"820","Indonesia","Sugar Crops Primary",24105000,25390000,25735000,24705000,26955000,29505000,29405000,25405000,25805000,26590000,26780000,24200000,28900000,28620000,27319620,27195442,28211688,28208917,29705349,29308651,29121468
"821","Indonesia","Treenuts, Total",144246,168961,198713,202801,225025,230442,251534,248757,266818,250103,203249,205089,206515,223200,231800,238280,240838,243324,254140,241544,239075
"822","Indonesia","Vegetables Primary",6579705,6071443,6220153,7250478,7727501,7838948,8125126,8061796,8542619,9105564,9398266,9627012,9910316,10064230,10226388,10237085,10887166,11383551,11755161,11968413,12581898
"823","Iran (Islamic Republic of)","Cereals, Total",12877642,14943510,19873851,20947989,21987686,21914453,22469919,24077571,12210782,17952657,19597232,15018276,15777122,16427671,17551046,18255385,22419771,18113760,18650827,22555476,22012721
"824","Iran (Islamic Republic of)","Citrus Fruit, Total",3623221,3729432,3866221,3881431,4113651,4271647,3143578,4413594,3426411,3401863,3675132,3865075,4108021,4293041,3398167,3308657,3094947,3324521,3918852,4090294,4005280
"825","Iran (Islamic Republic of)","Eggs Primary",580000,581000,547000,629000,655000,759000,677000,703000,727000,751000,767000,7e+05,913000,893000,761364,777119,810000,673689,723600,869421,755570
"826","Iran (Islamic Republic of)","Fruit Primary",13813313,14963997,16472752,17113141,16689583,19320716,17099279,20548866,15953030,16781353,17829472,18549771,18971939,20690708,19076255,19031448,18356565,16383338,16586738,17748914,18963596
"827","Iran (Islamic Republic of)","Meat, Total",1555366,1651420,1776804,1880523,1960903,2059982,2211092,2355178,2276010,2332690,2423270,2543250,2637118,2740809,2834675,2859712,2874089,2982240,2903302,2835412,3111005
"828","Iran (Islamic Republic of)","Milk, Total",5889170,6012830,5877000,6316000,6720000,7179000,7741000,8251000,7024000,7204000,7438000,7686000,7952000,8268000,8800000,6413198,6755598,7700825,7529141,7531437,8364026
"829","Iran (Islamic Republic of)","Pulses, Total",561520,558101,669807,670796,665466,638754,677858,710602,370000,421000,419001,420998,462000,504998,615297,523317,626578,489481,412277,439783,507567
"830","Iran (Islamic Republic of)","Roots and Tubers, Total",3658035,3485814,3755804,4210637,4453789,4830124,4218522,4026412,4733002,4109013,4275001,4708003,5069000,4597631,4988655,5140623,4995327,4117462,3574934,3673984,4474886
