"","Area","Item","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017","Y2018","Y2019","Y2020"
"576","Eritrea","Eggs Primary",1688,1960,1995,1997,1999,2000,1978,2000,2000,2000,2200,2240,2250,2300,1745,2550,2400,2500,2217,2182,2173
"577","Eritrea","Fruit Primary",3800,4000,4500,4614,4634,4671,5000,4738,4750,4763,4777,4791,5000,4817,4803,4820,4824,4840,4827,4840,4853
"578","Eritrea","Meat, Total",31971,30581,29825,33410,32980,33143,35304,39299,34094,39375,39817,40483,40779,39597,38743,38831,39318,39820,39861,40108,40353
"579","Eritrea","Milk, Total",74072,90122,93928,98537,108695,119581,121956,127170,127769,128469,130148,131895,133597,134237,139167,130683,135874,145904,146047,145981,146138
"580","Eritrea","Pulses, Total",42458,49394,40810,34470,37902,40423,34992,33730,27593,38034,35411,34029,37077,37190,36495,34871,35622,35925,35920,36094,36238
"581","Eritrea","Roots and Tubers, Total",113156,107415,106858,105850,114859,122697,107432,89406,82155,69703,65040,64603,62139,63139,61851,47398,57395,55486,53443,55462,54812
"582","Eritrea","Vegetables Primary",27000,27910,25000,28025,27000,30000,32177,35327,38516,41031,43546,46062,55000,51087,53652,56908,53882,54814,55202,54633,54883
"583","Estonia","Cereals, Total",696647,558480,524652,505726,608148,760073,619292,879475,863800,873466,678372,771725,991200,975500,1221600,1535300,934051,1311893,919830,1624580,1632790
"584","Estonia","Eggs Primary",15791,17293,15647,14537,14315,13063,11414,9848,9155,10829,11366,11411,10750,11400,12030,12444,12105,12635,12591,9437,10000
"585","Estonia","Fruit Primary",26538,27031,28384,10499,8163,16798,5855,6625,5486,9156,5071,5834,5144,7643,5098,6498,8579,6617,5420,4390,4190
"586","Estonia","Meat, Total",53377,57356,68380,67636,71277,67118,69537,70434,74569,75998,75420,80613,78226,79661,71206,82994,77963,71363,72890,75338,77258
"587","Estonia","Milk, Total",629613,683977,611644,611471,652400,670427,691966,693003,694203,671031,675970,692987,721246,772048,805165,783153,783163,790646,797600,821500,849000
"588","Estonia","Pulses, Total",6640,6492,5015,5032,3287,5690,5542,9504,3309,7600,12553,15482,12921,31433,39483,86219,109452,75362,70970,111240,120470
"589","Estonia","Roots and Tubers, Total",471700,343100,210861,244383,173210,212902,154604,195200,125638,139767,163717,165176,138872,127748,117300,117200,89842,91182,58030,80130,88390
"590","Estonia","Vegetables Primary",53318,54023,39280,57541,53603,62660,61343,71573,64499,70624,73889,88125,66064,78860,66369,85955,63150,59339,31370,25410,26810
"591","Eswatini","Cereals, Total",113870,83693,68829,70529,69385,75862,68497,27540,61409,76481,86408,77388,84188,121414,121572,84590,35578,86632,115729,97707,89715
"592","Eswatini","Citrus Fruit, Total",74961,75414,78390,83154,84048,80806,77734,82110,73865,72866,93787,96560,98736,90066,94097,92151,92313,93587,94530,95506,95821
"593","Eswatini","Eggs Primary",1050,1120,1180,1210,1210,1250,1100,1050,1050,1050,1160,1160,1200,1250,1300,1265,1320,1375,1320,1338,1344
"594","Eswatini","Fruit Primary",102278,102444,116617,126295,126314,108829,107817,114557,109915,110397,133117,138677,144236,139078,147292,141794,141507,144923,144875,147809,146442
"595","Eswatini","Meat, Total",25418,18193,21829,26966,26477,25811,23571,23997,23832,24027,24909,25736,26397,26568,26544,26071,25351,25851,26097,26221,26344
"596","Eswatini","Milk, Total",37500,38000,39764,39500,39317,38700,37500,39000,41337,42000,39909,40159,40410,39979,39909,39651,39369,39632,39975,40069,40163
"597","Eswatini","Pulses, Total",3316,3219,2970,3090,3397,2870,2900,2830,2945,3048,3250,3127,3100,3210,3052,2826,2829,2856,2922,2882,2889
"598","Eswatini","Roots and Tubers, Total",53341,54075,54601,55229,55387,56300,54300,57111,60751,63600,64800,66720,69300,70600,71624,72811,74286,73171,73396,73600,73385
"599","Eswatini","Sugar Crops Primary",3884600,4000000,4600000,4600000,4800000,5200000,5e+06,5e+06,5e+06,5e+06,5109864,5288411,5363066,5437919,5441922,5516091,5563926,5675972,5685466,5736971,5699469
"600","Eswatini","Treenuts, Total",875,1700,700,500,480,834,750,879,908,951,1005,1050,1250,1025,993,1023,1026,1028,1024,1033,1042
"601","Eswatini","Vegetables Primary",10700,10923,10919,10945,11031,11134,10922,11179,11515,11850,12450,12600,13000,12944,13069,13346,13072,13146,13178,13131,13154
"602","Ethiopia","Cereals, Total",8019830,9585753,9000335,9532780,10140082,12749986,12672350,13252799,14014121,16457164,18380017,19269598,20322265,22338783,24215411,25837228,26587342,28763752,28364295,29672647,30248751
"603","Ethiopia","Citrus Fruit, Total",29100,24933,23836,24386,29365,65927,64016,61321,45847,62056,60906,69333,54063,50544,51735,50496,40849,50786,62953,49981,58431
"604","Ethiopia","Eggs Primary",28583,37764,39240,37060,36624,35000,37500,38000,38500,39000,39000,39600,40000,41000,43515,54360,53415,55000,50879,53098,49769
"605","Ethiopia","Fruit Primary",380502,348702,406250,426234,457080,622374,645251,652176,540408,594077,668410,724035,674693,698365,899326,936099,979006,962297,1018246,1029568,1558021
"606","Ethiopia","Meat, Total",476464,506142,574575,566257,578240,601425,646615,659185,688254,663857,749179,731810,671055,678965,736131,758119,764263,768446,804074,865454,918564
"607","Ethiopia","Milk, Total",1026298,1131875,2650644,2721164,2716872,2321443,2494764,2832392,3554448,3174855,4406151,3596493,4062567,3752851,3598387,3547475,3409128,3743389,3671005,4195892,5058824
"608","Ethiopia","Pulses, Total",996051,1159794,1085221,982990,1248465,1340884,1373951,1820751,1994849,2053831,2053174,2373706,2834345,2922877,2754846,3164516,3136095,3208049,2943637,2879576,2991322
"609","Ethiopia","Roots and Tubers, Total",1756984,1804881,1740934,1963774,1896071,1781962,1828592,2117077,1691561,2229029,2361031,2223729,3428070,4064750,5221810,3997903,4413434,4325703,4070616,4182374,5114412
"610","Ethiopia","Sugar Crops Primary",2176570,2232120,2232228,2400000,2454276,2650000,2750000,1851890,457055,615776,892637,842268,512121,1401089,1556942,1376981,1407680,1136020,1294081,1499134,1345431
"611","Ethiopia","Treenuts, Total",70000,75000,72000,74000,74447,76000,74900,73786,72979,66854,66447,65690,64500,64500,63265,60859,62875,62333,62022,62410,62255
"612","Ethiopia","Vegetables Primary",867352,871270,979242,1009599,1209728,1342251,1227610,1087822,1275998,1447339,1600533,1760821,1853883,1691585,1526751,1537467,1524738,1531665,1601394,1568992,1622146
"613","Faroe Islands","Meat, Total",610,612,614,614,612,604,596,608,606,606,606,624,624,646,652,650,658,641,645,648,651
"614","Faroe Islands","Roots and Tubers, Total",1485,1475,1462,1452,1443,1435,1428,1400,1424,1428,1415,1457,1500,1600,1693,1391,1562,1516,1527,1530,1533
"615","Fiji","Cereals, Total",14182,14896,13516,16550,14429,15949,13701,15206,12231,12140,8617,8143,4858,7710,7843,7428,9541,10067,8283,7172,9936
"616","Fiji","Citrus Fruit, Total",547,464,350,34,216,339,137,257,74,27,95,98,97,97,1240,1421,690,684,990,995,1565
"617","Fiji","Eggs Primary",3201,2668,2771,2839,2908,3791,3522,3438,3401,3471,5707,5473,3792,6719,7113,6707,4867,8143,9148,11329,8156
"618","Fiji","Fruit Primary",19094,20766,19110,20510,22156,20320,21546,24541,28429,19482,20712,21030,11359,24352,29713,33322,27177,29983,31802,35569,40895
"619","Fiji","Meat, Total",15762,16168,17963,19609,20464,19519,21076,21693,21607,18279,21587,27524,32030,24168,29392,31580,21804,42109,43967,41855,32745
"620","Fiji","Milk, Total",56000,57000,57500,38696,50000,57000,57500,58000,58500,12414,13766,13914,12646,13515,16684,12634,14172,12982,11767,10767,12393
"621","Fiji","Pulses, Total",780,1009,697,300,169,154,187,88,92,683,1836,2945,614,2523,3535,2988,1746,1836,1887,2246,2716
"622","Fiji","Roots and Tubers, Total",80216,72173,92306,92800,136266,154470,137278,131181,142104,117487,125753,153798,112997,177983,158769,153313,117394,128030,138375,143879,142558
"623","Fiji","Sugar Crops Primary",3598000,3077000,3216000,2817000,2971000,2826000,3192000,2513000,2322000,2089000,1751000,2115000,1546000,1610000,1832000,1845000,1387000,1631000,1697000,1806000,1726000
"624","Fiji","Vegetables Primary",18208,18125,20929,21141,22492,23937,28353,28643,28986,32703,20301,30577,11103,28510,30003,29810,26674,33164,33930,37832,55316
"625","Finland","Cereals, Total",4102900,3671300,3937800,3791000,3618700,4058900,3789900,4135300,4229100,4260900,2991748,3671399,3661920,4065779,4130626,3685494,3566470,3421643,2768190,4036110,3415550
"626","Finland","Eggs Primary",58500,56520,54700,56200,57900,58200,56700,57000,58300,53900,61500,62800,62200,66900,67100,71450,72570,73550,74880,75600,75800
"627","Finland","Fruit Primary",18555,18434,17834,14528,15051,16968,16748,15744,17393,18803,16738,21308,21590,21158,21009,23149,21523,24104,25570,29670,25550
"628","Finland","Meat, Total",337310,351414,373290,390363,396890,394580,399344,412361,413559,395143,386527,391100,385835,391347,386975,400205,406546,400808,391590,397560,409156
"629","Finland","Milk, Total",2450100,2529600,2532050,2471690,2449031,2433190,2412981,2355600,2310908,2332023,2336253,2300711,2296694,2327800,2400003,2435847,2429595,2405761,2397880,2374360,2406520
"630","Finland","Pulses, Total",11700,11500,11100,10200,5600,8100,8800,10700,7200,11200,12000,12000,9400,10500,14200,25300,25100,9100,44310,64370,77760
"631","Finland","Roots and Tubers, Total",785200,732800,780100,617400,619400,742700,575700,701600,684400,755300,659100,673300,489600,621700,600300,532100,587600,611900,600300,618900,624400
"632","Finland","Sugar Crops Primary",1046000,1105200,1066300,892300,1063500,1181300,952000,673100,468000,559000,542100,675700,398700,480400,626300,406500,433600,430300,355400,501400,421500
"633","Finland","Vegetables Primary",243938,231198,237320,234786,236395,259900,234434,245941,235956,260989,252327,274406,243200,268397,263766,247785,256878,250202,237460,263270,270240
"634","France","Cereals, Total",65732235,60300838,69700576,55099559,70642016,64210068,61820445,59578778,70418033,70373160,65839203,63954885,68341732,67537681,72579315,72875853,54398704,68730245,61839480,70378890,56849840
"635","France","Citrus Fruit, Total",28929,28351,32492,27749,31728,27842,35027,37055,45385,48429,42085,50771,52782,44953,53353,43514,86194,78882,80350,61790,73130
"636","France","Eggs Primary",987885,1028200,996200,995900,1021000,930100,908300,878400,873973,901700,946500,865900,845300,945952,956379,970000,816297,877856,994010,926446,984638
"637","France","Fruit Primary",11508760,10690833,10490645,9455873,10928878,10176610,10041550,9236346,8984837,9390583,9043855,9723567,7978802,8403798,9358545,9487474,9602890,8534300,9372607,8680210,8887220
"638","France","Meat, Total",6323737,6388404,6368200,6242554,6078314,6019490,5518648,5668857,5835822,5777097,5810231,5832340,5676337,5529044,5598080,5654140,5664372,5563379,5468071,5425084,5417135
"639","France","Milk, Total",23885172,23806712,24194094,23690799,23484588,23937993,23516961,23602149,24376342,23505009,24205636,25289435,24882839,24591383,25827665,25934792,26572025,26509065,26022500,26036290,26152110
"640","France","Pulses, Total",2101422,1874483,2033031,1941858,2090721,1753321,1353806,877417,795419,1021392,1611543,1059101,875948,788281,868207,979730,813427,1060443,835170,996810,861010
"641","France","Roots and Tubers, Total",6440483,6049646,6913752,6391659,7291368,6638654,6397808,7225260,6854774,7157256,6660933,7479953,6417078,6999642,8130420,7169938,7015977,8609681,7860380,8560410,8691900
"642","France","Sugar Crops Primary",31120959,26847121,33463755,29329541,30788266,31149552,29871449,33229782,30321172,35160333,31874920,37944864,33077399,33630536,37844567,33507670,34573877,46300141,39914030,38024390,26195460
"643","France","Treenuts, Total",42595,40368,48390,36131,44145,47317,57866,47910,49399,60221,51844,52964,55963,53444,55555,59904,61984,50524,66270,55090,55420
"644","France","Vegetables Primary",5967318,5939611,6093990,5824859,5957910,5598355,5325607,5266155,5300403,5184206,5046765,5253569,4990813,4850877,4988317,4932846,5389131,5511958,4493920,4427890,4422070
"645","French Polynesia","Citrus Fruit, Total",1151,1197,1299,1514,1391,1578,1472,1456,1185,1011,1257,1411,1459,1522,1525,1521,1528,1539,1542,1553,1547
"646","French Polynesia","Eggs Primary",1493,2084,2351,2270,2245,2502,2438,2397,2567,2823,2858,2813,2798,2004,2338,4563,4099,3940,4201,4080,4074
"647","French Polynesia","Fruit Primary",10978,11891,13190,14118,15891,18206,15165,15741,16227,16081,16902,17003,16701,16597,16897,17037,17009,17117,17138,17156,17218
"648","French Polynesia","Meat, Total",2225,2238,1920,1807,1936,1916,1817,2028,2016,2124,2033,1888,1968,1821,1890,1884,1797,1750,1786,1720,1734
"649","French Polynesia","Milk, Total",1232,1201,978,1083,1071,1096,1108,1263,1232,1192,1068,1192,1315,993,1026,860,908,820,840,856,839
"650","French Polynesia","Roots and Tubers, Total",10868,10041,10850,10350,9893,9896,10246,10104,10337,10337,10322,10511,10705,10617,10340,10281,10242,10236,10284,10286,10286
"651","French Polynesia","Sugar Crops Primary",3200,3000,3000,3100,3000,3000,3000,3000,3000,3000,3000,3000,3500,3500,3500,3452,3425,3484,3529,3559,3588
"652","French Polynesia","Vegetables Primary",6065,5932,5895,6088,6054,5934,5462,5561,4988,4730,4788,4692,5173,5423,5217,4898,5131,4992,5013,5015,5011
"653","Gabon","Cereals, Total",26900,26168,25046,32075,31335,35309,33171,34100,36287,39782,40754,42405,43408,44202,44781,45415,46000,46854,46089,46314,46419
"654","Gabon","Citrus Fruit, Total",1011,1020,1029,1038,1045,1044,1053,1050,1080,1100,1200,1250,1300,1325,1351,1335,1335,1340,1337,1337,1338
"655","Gabon","Eggs Primary",2600,2600,2550,2500,2600,2600,2750,2750,2600,2300,2350,2400,2500,1793,1777,2470,2194,2500,2207,2490,2500
"656","Gabon","Fruit Primary",294357,292808,294446,295085,295328,294178,298341,302279,320313,329501,337491,365516,328217,351291,370295,372490,380605,381130,391408,387876,387085
"657","Gabon","Meat, Total",32507,32847,32944,33782,34304,34821,34390,35008,35503,35833,36292,36663,37563,38358,38894,39046,39231,39891,39368,39554,39698
"658","Gabon","Milk, Total",10382,10389,10396,10182,10188,10195,10201,13011,13152,13154,13295,13297,13577,13857,14000,14150,13850,14000,14000,13950,13983
"659","Gabon","Pulses, Total",203,204,199,115,140,165,192,215,249,281,302,350,400,400,409,441,417,422,426,422,423
"660","Gabon","Roots and Tubers, Total",448871,438920,454451,463953,454961,455769,462978,479000,494772,503252,525993,548784,591389,611311,622061,611724,612950,632408,619028,621462,624298
"661","Gabon","Sugar Crops Primary",236475,235000,235000,190000,190000,210000,215000,220000,220000,240000,247277,272754,272714,292191,281647,278236,279915,282253,285138,288339,291539
"662","Gabon","Vegetables Primary",35389,35999,36486,36741,37082,37432,36027,36527,39744,41196,42855,44676,50750,48454,48312,49748,50970,49679,50128,50255,50018
"663","Gambia","Cereals, Total",176100,200385,139258,204775,223852,205572,215263,150540,235059,311001,363549,183189,224260,227689,174834,206609,179272,132939,112365,104778,173776
"664","Gambia","Eggs Primary",731,678,696,697,748,750,780,830,850,870,824,924,950,968,980,983,987,995,1003,1025,1039
"665","Gambia","Fruit Primary",5866,5989,6193,6524,6710,6998,7326,7670,7961,8200,8429,8800,8950,9169,9397,9679,9415,9497,9531,9481,9503
"666","Gambia","Meat, Total",6273,6182,6665,7472,7753,7745,7902,8373,8512,8781,8777,8068,8325,8117,8603,9019,9109,8883,9001,9093,9001
"667","Gambia","Milk, Total",60325,62280,63679,65774,67814,68158,68668,69012,69857,71885,70304,74204,74911,74921,77235,78852,74343,76529,77381,77910,78439
"668","Gambia","Pulses, Total",2500,3200,2934,3006,2907,2887,2888,3300,2746,2350,2630,2383,2500,2600,2560,2511,2487,2502,2476,2452,2477
"669","Gambia","Roots and Tubers, Total",7500,7551,7623,7700,7786,7885,7997,7800,8523,8945,9397,9886,10500,11500,12391,11494,11867,11917,11759,11848,11841
"670","Gambia","Vegetables Primary",9000,9267,9531,9789,10034,10405,10500,10000,10555,10932,11359,12000,12500,12578,12655,12786,12934,12792,12837,12854,12828
"671","Georgia","Cereals, Total",417752,703620,661681,741924,662715,680281,320140,418724,467111,375640,220200,404700,377300,490624,378206,363416,431207,295251,370928,371431,412339
"672","Georgia","Citrus Fruit, Total",40000,60000,33100,59200,38200,122400,52200,98900,55200,93600,52100,54900,77000,110400,69800,77500,65500,58100,66300,64000,56800
"673","Georgia","Eggs Primary",20265,22176,22926,25700,27900,28300,14060,24580,24580,24180,24890,27119,26606,27740,36492,39810,39111,39748,42020,43750,44621
"674","Georgia","Fruit Primary",550337,470009,393123,613292,474667,727556,378510,595100,417400,438600,302300,408000,385600,565500,489700,456100,438200,396300,549000,539300,633400
"675","Georgia","Meat, Total",108080,102606,107059,109018,106270,106702,83600,73800,57300,54300,56400,49300,42590,48390,59190,66720,65887,66210,72492,69478,69388
"676","Georgia","Milk, Total",618939,713021,744603,767690,752745,758933,611700,631000,652670,557000,593700,588100,595500,610800,595227,572731,546412,534620,568539,574704,582172
"677","Georgia","Pulses, Total",2700,10054,10675,12201,16580,23056,7800,10580,11700,10300,5900,9000,9700,10677,7697,5539,5905,5780,5875,5987,5281
"678","Georgia","Roots and Tubers, Total",302048,422217,415341,425246,419527,432202,168700,229200,193400,216800,228800,273900,252000,296600,215300,186500,249000,180100,237500,194700,208600
"679","Georgia","Treenuts, Total",31312,24970,28464,31789,14608,30749,28450,34230,26131,31099,36127,38061,30795,51908,39397,42240,34488,26059,24035,31942,41550
"680","Georgia","Vegetables Primary",354200,396000,405600,430100,400500,436700,171700,182900,159800,162000,175700,185800,198500,204800,153600,152300,141700,125900,142100,161100,176100
"681","Germany","Cereals, Total",45271234,49709326,43391325,39426039,51097000,45980200,43474800,40632149,50104858,49750199,44038739,41920400,45396500,47757100,52010400,48866800,45364400,45556800,37948100,44302400,43265100
"682","Germany","Eggs Primary",901000,887000,868000,825000,813000,795000,796500,785600,789600,699000,662400,782300,759300,780800,786500,801100,818300,826200,846000,763141,839654
"683","Germany","Fruit Primary",5290648,3713553,3416936,2425033,2685462,2732690,2628842,2918600,2767025,2778974,2195774,2579493,2578771,2344435,2823890,2614809,2646449,1947993,2964700,2454650,2501450
"684","Germany","Meat, Total",6252008,6451742,6462810,6563572,6763857,6843746,7023701,7437262,7712384,7889327,8220492,8357838,8191748,8219812,8351247,8367364,8399577,8281127,8024938,7919216,7822098
"685","Germany","Milk, Total",28353216,28213000,27899440,28563320,28273530,28481150,28023000,28432372,28687456,29199676,29646031,30354801,30703816,31350828,32419495,32707947,32700422,32626482,33109650,33102570,33188890
"686","Germany","Pulses, Total",503387,669916,504122,534710,594099,473867,395717,269684,227552,253285,267589,259601,248565,237173,299221,462068,507576,552841,380200,413300,567400
"687","Germany","Roots and Tubers, Total",13192951,11502844,11113856,9915679,13043559,11624200,10030600,11643769,11369000,11683100,10143090,11837200,10665600,9669700,11607300,10370200,10772100,11720000,8920800,10602200,11715100
"688","Germany","Sugar Crops Primary",27870100,24729921,26794334,23715735,27158966,25284700,20646600,25139137,23002600,25919041,23431929,29577500,27686800,22828700,29748100,22572000,27065500,34059900,26191400,29728300,28618100
"689","Germany","Vegetables Primary",2765914,2703887,2687550,2766789,3172330,3078271,3150176,3384856,3476701,3657022,3344553,3566124,3816618,3412142,3762542,3454322,3744802,4025884,3030343,3440400,3437190
"690","Ghana","Cereals, Total",1710622,1626674,2155214,2040844,1830251,1948026,1919027,1672835,2296821,2607164,2906709,2618992,2890743,2745913,2780040,2753194,2798251,3126784,3573625,4360040,4570041
"691","Ghana","Citrus Fruit, Total",330680,331892,363104,372317,475768,536603,508000,559320,590762,602206,623619,645000,671000,709520,736630,736804,736984,749475,741088,742516,744359
"692","Ghana","Eggs Primary",22790,23317,24347,25375,26150,25676,27825,31270,33655,36700,36700,39750,40000,42000,43296,46602,47410,46500,46837,46916,46751
"693","Ghana","Fruit Primary",2389268,2531118,2772195,2835941,3002350,3490479,3598759,3990734,4167742,4826849,4886949,5055134,5081274,5282607,5453254,5619780,5668035,5972001,6364324,6446857,6350716
"694","Ghana","Meat, Total",171378,173512,177389,182255,184694,187547,195310,211430,224514,216400,224567,237804,245195,249103,254946,269801,265446,282779,286270,292803,301048
"695","Ghana","Milk, Total",36795,37149,37501,37969,38320,38786,36530,37120,39886,40262,37888,41445,43145,43151,41422,42717,44059,45463,45822,46180,45872
"696","Ghana","Pulses, Total",13344,72500,155000,162144,158897,161800,186193,139179,201235,227492,211102,452657,471453,425800,427638,430734,375093,407623,417830,417056,423888
"697","Ghana","Roots and Tubers, Total",13184794,14291702,15586612,15954631,15447940,15271100,15693155,16395457,18049034,19630439,20939526,21966127,22591582,24461157,26354652,25951889,26678221,28392484,30305053,29111183,31736004
"698","Ghana","Sugar Crops Primary",140000,140000,140000,140000,140000,140000,140000,145000,145000,145000,145000,145000,148000,150000,149000,149596,150621,153134,153032,153697,154361
"699","Ghana","Treenuts, Total",10128,9014,9977,17489,25998,29980,35016,33413,23162,28232,33938,37350,41395,43404,51427,51509,79715,91461,104003,87422,83884
"700","Ghana","Vegetables Primary",631335,619923,610659,630078,611679,534233,458558,421201,541820,610304,630121,668621,705620,744234,786028,786391,786787,786457,787155,788011,788396
"701","Greece","Cereals, Total",4926526,4938620,4825424,4707635,5068321,5073516,4685376,4612071,5567226,5243740,4722508,4868852,4771539,4875338,4263956,4297232,3962383,3682861,2993980,2944220,3105370
"702","Greece","Citrus Fruit, Total",1265122,1432418,1500348,1211406,866359,1154254,1103524,1028860,1058837,1169643,1101498,1063977,1094371,1118952,977720,1036408,1038973,986932,1200870,1106180,1171140
"703","Greece","Eggs Primary",116643,110208,107073,105576,110555,110100,99480,97268,101762,108800,99800,93000,96300,116883,107208,105917,87033,87394,74304,80884,80900
"704","Greece","Fruit Primary",4459205,4567349,4246326,4140544,3995006,4222314,4053674,3943481,4032965,4084265,4042830,4002557,4005828,3889068,3824576,3989815,3788674,3839159,4762090,4230430,4436280
"705","Greece","Meat, Total",470066,468162,478401,517012,498146,504204,465539,456366,459846,457868,454349,433446,436160,490954,428689,461778,463124,448425,438187,443905,442130
"706","Greece","Milk, Total",2011742,2032239,2069129,2064154,2038439,2054398,2064818,2043278,2053462,2051179,2044070,2029129,2020128,2016683,2017828,1971541,1910153,1921152,1844900,1959440,1990330
"707","Greece","Pulses, Total",46637,44527,43041,42674,41675,42664,46852,42740,43909,44942,47444,49187,46875,52145,55598,63834,57008,173955,181520,175810,182270
"708","Greece","Roots and Tubers, Total",1012984,963554,905740,961510,936274,899468,904181,954017,916463,944454,926729,905863,879192,899050,616277,583205,495450,501659,465770,470210,450640
"709","Greece","Sugar Crops Primary",3010975,2890672,2833640,2206310,2290950,2552671,1904788,854141,828025,1409250,889400,581483,647827,453916,455973,353080,313890,392263,64270,79370,89000
"710","Greece","Treenuts, Total",101745,104687,84224,83471,97136,99710,101822,91343,92653,87458,92102,90123,92196,90720,98641,103794,108709,121402,101190,92530,109710
"711","Greece","Vegetables Primary",3711315,3422213,3309125,3363895,3540819,3275789,3144187,3016602,3060071,3264053,3238432,3002449,2931239,2931441,2276840,2805172,2581283,2390944,1906220,1757740,1918930
"712","Grenada","Cereals, Total",305,307,317,318,315,315,300,320,329,336,343,351,360,400,411,354,388,384,376,383,381
"713","Grenada","Citrus Fruit, Total",4330,4277,4279,4251,4220,4188,4148,4342,4277,3893,3945,3885,3600,3742,3768,3717,3731,3704,3744,3726,3725
"714","Grenada","Eggs Primary",971,1043,1207,1238,1197,1136,1357,1360,1363,1392,1369,1400,1400,1377,1400,1440,1406,1415,2050,2777,2971
"715","Grenada","Fruit Primary",18393,18499,18628,17875,16806,13456,17232,17330,16734,15880,16885,18714,19685,21835,24022,27698,27239,25066,24862,21613,19111
"716","Grenada","Meat, Total",1233,1234,1187,1245,1149,1236,1642,1556,1361,1360,1347,1350,1349,1300,1224,1181,1182,1175,1158,1188,1190
"717","Grenada","Milk, Total",520,520,520,520,520,520,520,551,612,656,550,700,558,555,555,555,555,560,560,561,562
"718","Grenada","Pulses, Total",595,598,598,599,600,600,601,630,677,782,857,921,980,930,843,744,636,529,420,295,276
"719","Grenada","Roots and Tubers, Total",3388,3311,3282,3236,3039,2888,2869,2768,2766,2730,2730,2731,2713,1542,4669,4418,3356,3324,3790,3706,2672
"720","Grenada","Sugar Crops Primary",6700,6750,6750,6800,6800,6800,7200,7200,7200,7200,7200,7200,7200,7200,7254,7315,7339,7335,7329,7341,7353
"721","Grenada","Vegetables Primary",2646,2655,2679,2716,2740,2758,2926,2803,3026,3287,3837,4384,4920,5386,6715,10693,10213,7060,7812,7278,6438
"722","Guatemala","Cereals, Total",1160727,1294910,1300064,1320434,1350218,1446139,1557727,1669111,1792388,1703471,1716380,1754490,1804110,1876104,1900911,1938866,1986485,2037704,2065221,1957346,1984853
"723","Guatemala","Citrus Fruit, Total",247647,259181,272292,265196,266185,287596,275429,296707,330138,341723,351816,361833,339472,344906,347390,355345,382094,382865,372456,375075,378390
"724","Guatemala","Eggs Primary",81000,130000,178869,185088,188442,191646,198054,203904,210672,214038,219744,224496,231750,239306,248098,259610,266101,273400,275000,275000,274467
"725","Guatemala","Fruit Primary",2268809,2605263,3056652,3060558,3202079,3472985,3436481,3992652,3911431,4632705,4329315,4709867,4821833,5193886,5453790,5963654,6141535,6451838,6627532,6812057,6898708
"726","Guatemala","Meat, Total",235986,248949,277788,278613,271912,284913,295204,310721,320570,342115,352746,373855,392094,403117,457237,478170,502549,508416,494013,524372,531260
"727","Guatemala","Milk, Total",269717,311400,353450,395173,401925,414067,426948,437182,447238,457787,465830,468272,479240,491231,505831,521280,532189,545807,559110,507403,515231
"728","Guatemala","Pulses, Total",126578,201294,202761,215598,221349,219985,225078,235900,241568,240116,253651,260505,269299,278122,286648,292511,299538,304912,310387,315584,321422
"729","Guatemala","Roots and Tubers, Total",237361,362902,359200,369633,417735,436547,441790,455566,453955,471969,486022,496309,511927,520118,527869,539595,543592,556131,565798,574820,593823
"730","Guatemala","Sugar Crops Primary",16552400,16934900,17489900,17400000,2e+07,18007620,17631588,20312464,20311940,21525684,22313828,20586052,24289900,26913622,33239196,33869277,33533403,25951271,27665415,27249024,28350253
"731","Guatemala","Treenuts, Total",23000,23230,24000,24000,24000,24000,25000,27000,30000,34544,37300,31292,31842,32581,33214,34436,33410,33687,33844,33647,33726
"732","Guatemala","Vegetables Primary",676049,683262,691748,765031,683712,765402,969297,1044025,1062490,1024641,1002166,1038716,1060960,1088222,1105855,1142473,1162404,1185921,1197312,1210218,1238156
"733","Guinea","Cereals, Total",1800810,1720945,1845827,1983588,2136216,2290039,2445151,2601213,2740273,2631430,2861146,3004174,3240342,3431379,3401200,3532856,3648811,3774616,3911040,4286357,4666854
"734","Guinea","Citrus Fruit, Total",210000,216463,217089,217734,218403,215000,220352,218000,223473,225683,227860,238000,240000,232858,234140,235348,235456,235926,237110,237988,238918
"735","Guinea","Eggs Primary",13340,14107,17954,16488,18642,19932,21077,22292,23574,24924,25086,25982,26000,26100,25500,19818,22802,26210,28766,32037,28902
"736","Guinea","Fruit Primary",1009558,1051457,1107025,1116814,1125524,1121152,1129152,1136016,1152235,1174203,1204624,1240159,1264124,1273787,1286533,1289288,1296539,1308665,1308047,1313755,1317847
"737","Guinea","Meat, Total",53443,54287,55513,59014,61994,65221,69716,73600,77517,81861,92064,98196,103555,112395,116032,120000,126657,135837,139640,147569,154262
"738","Guinea","Milk, Total",95931,100686,103186,108742,114635,120835,130146,134920,145215,152938,181793,194165,202782,211499,216634,227917,239794,252308,232329,279314,231422
"739","Guinea","Pulses, Total",55000,60000,59983,60242,60282,60083,61000,62000,62500,61000,58874,56000,57000,58007,58669,58017,57457,57760,57349,57141,56933
"740","Guinea","Roots and Tubers, Total",1130068,1129433,1130771,1166207,1214464,1269447,1331597,1404448,1353111,1353817,1485125,1508031,1670068,1755757,1956479,2086064,2248185,2386284,2607604,2895257,3478948
